index,pmid,sid,text,len,interventions,interventions/Surgical,interventions/Surgical Fragment,interventions/Surgical_fragment_index,interventions/Physical,interventions/Physical Fragment,interventions/Physical_fragment_index,participants,participants/Condition,participants/Condition Fragment,participants/Condition_fragment_index,outcomes,outcomes/Physical,outcomes/Physical Fragment,outcomes/Physical_fragment_index,outcomes/Pain,outcomes/Pain Fragment,outcomes/Pain_fragment_index,outcomes/Adverse-effects,outcomes/Adverse-effects Fragment,outcomes/Adverse-effects_fragment_index,outcomes/Mental,outcomes/Mental Fragment,outcomes/Mental_fragment_index,outcomes/Other,outcomes/Other Fragment,outcomes/Other_fragment_index,participants/Age,participants/Age Fragment,participants/Age_fragment_index,interventions/Educational,interventions/Educational Fragment,interventions/Educational_fragment_index,interventions/Other,interventions/Other Fragment,interventions/Other_fragment_index,participants/Sample-size,participants/Sample-size Fragment,participants/Sample-size_fragment_index,interventions/Pharmacological,interventions/Pharmacological Fragment,interventions/Pharmacological_fragment_index,participants/Sex,participants/Sex Fragment,participants/Sex_fragment_index,interventions/Control,interventions/Control Fragment,interventions/Control_fragment_index,outcomes/Mortality,outcomes/Mortality Fragment,outcomes/Mortality_fragment_index,interventions/Psychological,interventions/Psychological Fragment,interventions/Psychological_fragment_index,Negative
27881,18824288,11,The incidence of related adverse events was 5.2 % with ferumoxytol and 4.5 % with placebo .,17,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,1.0,incidence of related adverse events,[4],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,ferumoxytol,[55],0.0,,,1.0,placebo,[82],0.0,,,0.0,,,0.0
28046,24628747,11,CONCLUSIONS Both medications decreased NRS pain scores by approximately 50 % .,12,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,NRS pain scores,[39],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
28141,3318754,4,"After one year of psychological treatment , they were reassessed , using body weight , menstrual function , and ratings on the Morgan and Russell scales .",27,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,"body weight , menstrual function , and ratings on the Morgan and Russell scales .",[73],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
28225,25778837,6,"Contrary to previous research , there was no correlation between parental anxiety and youth anxiety at baseline or post-treatment .",20,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,1.0,parental anxiety and youth anxiety,[65],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
28614,15509083,6,"It may therefore be concluded that it is feasible to achieve significant use of conventional toothbrushes and toothpastes , with consequent major and sustained improvements in plaque control and gingival health in a disadvantaged population hitherto often considered as not amenable to conventional oral hygiene for cultural or economic reasons .",51,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
28739,7761011,0,[ Postoperative analgesia : peridural morphine versus sublingual buprenorphine .,10,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,peridural morphine; sublingual buprenorphine .,"[28, 54]",0.0,,,0.0,,,0.0,,,0.0,,,0.0
29121,9269786,1,"In each case of acute promyelocytic leukemia ( APL ) one of three PML-RAR alpha mRNA types is produced , depending on the break/fusion site in the PML gene that is linked to a common RAR alpha gene segment : a short ( S ) -form type , PML exon 3 RAR alpha exon 3 ; a long ( L ) -form type , PML exon 6 RAR alpha exon 3 ; or a variable ( V ) -form type , variably deleted PML exon 6 RAR alpha exon 3 .",91,0.0,0.0,,,0.0,,,1.0,1.0,acute promyelocytic leukemia ( APL ),[16],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
29661,9951491,0,"A randomized , double-masked , placebo-controlled parallel study of loteprednol etabonate 0.2 % in patients with seasonal allergic conjunctivitis .",20,1.0,0.0,,,0.0,,,1.0,1.0,seasonal allergic conjunctivitis,[113],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,loteprednol etabonate,[68],0.0,,,0.0,,,0.0,,,0.0,,,0.0
30045,9129469,7,"The most significant determinant of LA was time spent breast-feeding ( min/d ) , which was in turn negatively associated ( P = 0.06 ) with the infant 's energy intake from complementary foods in regression analyses .",38,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,infant 's energy intake,[143],0.0,,,0.0,,,1.0,time spent breast-feeding ( min/d ),[43],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,breast-feeding; complementary foods,"[54, 172]",0.0,,,0.0,,,0.0,,,0.0,,,0.0
31827,16238662,1,BACKGROUND The aim of the study was to evaluate the effectiveness of a brief CBT intervention for anxiety with children diagnosed with Asperger syndrome ( AS ) .,28,1.0,0.0,,,0.0,,,1.0,1.0,diagnosed with Asperger syndrome ( AS ) .,[120],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,children,[111],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,brief CBT intervention for anxiety,[71],0.0
31858,16948927,10,Risperidone improved global functioning and social responsiveness while reducing hyperactivity and aggression in children with autism and was well tolerated .,21,1.0,0.0,,,0.0,,,1.0,1.0,autism,[127],1.0,1.0,reducing; and,"[72, 95]",0.0,,,0.0,,,1.0,global functioning; social responsiveness; hyperactivity; aggression,"[21, 44, 81, 99]",0.0,,,1.0,children,[113],0.0,,,0.0,,,0.0,,,1.0,Risperidone,[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0
31951,20237484,0,Effect of topical anesthesia and age on pain scores during retinopathy of prematurity screening .,15,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,pain scores,[40],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,topical anesthesia,[10],0.0,,,0.0,,,0.0,,,0.0,,,0.0
32752,12182253,2,"OBJECTIVE This study assessed the analgesic efficacy , speed of onset , and tolerability of ibuprofen arginate compared with a commercially available form of ibuprofen in patients with postoperative dental pain .",32,0.0,0.0,,,0.0,,,1.0,1.0,postoperative dental pain,[185],1.0,0.0,,,1.0,analgesic efficacy,[34],0.0,,,0.0,,,1.0,", speed of onset , and tolerability",[53],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
32925,2577555,1,The most important methods of regional chemotherapy are exemplified by 657 cases of primary and secondary liver only malignancies . I .,22,1.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,657,[71],1.0,regional chemotherapy,[30],0.0,,,0.0,,,0.0,,,0.0,,,0.0
33634,22006202,7,"The most common treatment-emergent adverse events occurring in > 10 % of patients in any tofacitinib group were diarrhea , upper respiratory tract infection , and headache ; 21 patients ( 4.1 % ) experienced serious adverse events .",39,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
33736,15830983,2,"In 2003 50 patients treated with one or two epidural injections have been selected "" ad random "" and 50 patients treated with disc coablation .",26,0.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,"In 2003 50 patients treated with one or two epidural injections have been selected "" ad random "" and 50 patients treated with disc coablation .",[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
33811,24732169,5,No participant withdrew because of adverse effects .,8,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
34160,20431081,4,"METHODS Methods included prospective , single-hub , 2-spoke , randomized , blinded , controlled trial of a 2-way , site-independent , audiovisual telemedicine system designed for remote examination of adult patients with acute stroke versus telephone consultation to assess eligibility for treatment with intravenous thrombolysis .",46,1.0,0.0,,,1.0,audiovisual telemedicine system designed for remote examination; telephone consultation to assess eligibility for treatment,"[134, 241]",1.0,1.0,acute stroke,[221],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,adult patients,[201],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
34212,22574591,8,"When compared with before treatment and with the control group , the levels of serum MMP-9 , TIMP-1 , and the ratio of MMP-9/TIMP-1 decreased more significantly in the treatment group after treatment ( P < 0.01 ) .",39,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,"serum MMP-9 , TIMP-1 , and the ratio of MMP-9/TIMP-1",[79],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
34394,24146455,1,Erectile dysfunction ( ED ) is one of the major health concerns affects the quality of life among Thai male .,21,0.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,male,[103],0.0,,,0.0,,,0.0,,,0.0
34577,8595286,1,"OBJECTIVE To compare the clinical and psychological effectiveness of the traditional British antenatal visit schedule ( traditional care ) with a reduced schedule of visits ( new style care ) for low risk women , together with maternal and professional satisfaction with care .",44,1.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,traditional British antenatal visit schedule,[73],0.0,,,0.0,,,0.0,,,1.0,women,[205],1.0,( traditional care ),[118],0.0,,,1.0,reduced schedule of visits ( new style care ),[146],0.0
34694,19910815,1,"The aim of this study was to examine the effects of 2 in-season short-term sprint and power training protocols on vertical countermovement jump height ( with or without arms ) , sprint ( Sprint-15m ) speed , and agility ( Agility-15m ) speed in male elite junior soccer players .",50,1.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,and,[82],1.0,short-term sprint; power training protocols,"[64, 86]",0.0,,,0.0,,,1.0,male,[245],0.0,,,0.0,,,0.0,,,0.0
34727,12199005,9,CONCLUSION The use of the MAS resulted in significant reductions in indices of OSAS and snoring .,17,1.0,0.0,,,1.0,MAS,[26],0.0,0.0,,,1.0,1.0,OSAS; snoring,"[79, 88]",0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
34758,12538218,5,The upper lip bite test showed significantly higher specificity and accuracy than the modified Mallampati test ( P < 0.001 ) .,22,1.0,0.0,,,1.0,The upper lip bite test; modified Mallampati test,"[0, 86]",0.0,0.0,,,1.0,1.0,Mallampati test,[95],0.0,,,0.0,,,0.0,,,1.0,specificity; accuracy,"[52, 68]",0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
34902,18982929,4,A 3-year prospective randomized controlled trial of 40 mg simvastatin per day compared to placebo in subjects at high risk of AMD progression is described .,26,1.0,0.0,,,0.0,,,1.0,1.0,AMD,[126],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,40 mg simvastatin per day,[52],0.0,,,1.0,placebo,[90],0.0,,,0.0,,,0.0
35029,3475309,7,The instructions were repeated every six months .,8,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
35505,24885187,8,RESULTS A HER2 score of 2111 by AQUA analysis has been shown to be equivalent to HER2 3+ by immunohistochemical staining in previous studies .,25,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
35626,2146389,1,Verres needle use for laparoscopic sterilization .,7,1.0,1.0,Verres needle use,[0],0.0,,,1.0,1.0,laparoscopic sterilization,[22],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
35740,17942872,4,A similar number of double-blinded Pap smears and colposcopies with biopsy were performed in randomly selected women in the control group .,22,1.0,0.0,,,1.0,and colposcopies with biopsy,[46],0.0,0.0,,,1.0,1.0,double-blinded Pap smears,[20],0.0,,,0.0,,,0.0,,,1.0,and colposcopies with biopsy,[46],0.0,,,0.0,,,1.0,Pap smears,[35],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
35973,25659440,4,METHODS TXA was administered as a bolus dose of 15 mg/kg 10 min before the inflation of the tourniquet on the first side .,24,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,TXA was administered as a bolus dose,[8],0.0,,,0.0,,,0.0,,,0.0,,,0.0
36036,22735897,2,"This pilot , randomized controlled trial evaluated the feasibility and preliminary outcomes of the Multimodal Anxiety and Social Skills Intervention ( MASSI ) program in a sample of 30 adolescents with ASD and anxiety symptoms of moderate or greater severity .",41,1.0,0.0,,,0.0,,,1.0,1.0,ASD and anxiety symptoms,[202],1.0,0.0,,,0.0,,,0.0,,,0.0,,,1.0,feasibility; preliminary outcomes,"[55, 71]",1.0,adolescents,[185],1.0,Multimodal Anxiety and,[99],0.0,,,1.0,30,[182],0.0,,,0.0,,,0.0,,,0.0,,,1.0,Social Skills Intervention ( MASSI ) program,[122],0.0
36402,24225126,10,Five patients complained of pain on the site of injection .,11,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,pain on the site of injection,[28],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
36420,21996146,6,All patients received a loading of prasugrel 60 mg .,10,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,prasugrel,[35],0.0,,,0.0,,,0.0,,,0.0,,,0.0
36748,1479049,8,Parent Conners Abbreviated Parent-Teacher Questionnaire ratings significantly improved during clonidine treatment .,12,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,1.0,Parent Conners Abbreviated Parent-Teacher Questionnaire ratings,[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,clonidine,[94],0.0,,,0.0,,,0.0,,,0.0,,,0.0
36786,12687510,4,RESULTS The questionnaire was returned by 174 patients ( 83 % ) .,13,0.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,174 patients ( 83 % ),[42],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
36979,27348905,10,"RESULTS The total effectiverate was 98 . 0 % ( 49/50 ) in the comprehensive group , better than 86 . 0 % ( 43/50 ) in the acupoint embeddinggroup and 78 . 0 % ( 11/50 ) in the forlax group ( both P < 0 . 01 ) .",51,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,1.0,total effectiverate,[12],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
37303,15223738,1,The primary objective was to determine the effect of an aquatic exercise programme on the physical fitness of people with a brain injury .,24,1.0,0.0,,,0.0,,,1.0,1.0,brain injury,[124],1.0,1.0,physical fitness,[90],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,aquatic exercise programme,[56],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
37700,2474057,8,"Toxicity was mainly neutropenia and infection during the ACVB courses , with 40 patients ( 5 % ) dying from septic complications while responding to treatment .",27,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,1.0,Toxicity; neutropenia; infection,"[0, 20, 36]",0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,dying from septic complications,[97],0.0,,,0.0
37924,25622776,2,This study examined whether pre-treatment drug reinforcement value predicted opioid use during outpatient treatment of prescription opioid addiction .,19,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,1.0,opioid use,[77],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
38018,8838389,1,The purpose of the present study was to investigate the effect of practice on the lateralization of mental rotation skills .,21,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,practice on the lateralization of mental rotation skills,[66],0.0
38079,8881340,7,"These results suggest that a choice assessment can be used to predict the relative reinforcing value of various stimuli , which , in turn , may help to improve programs for clients with severe to profound disabilities .",38,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,stimuli,[112],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,choice assessment,[29],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
38561,7072873,4,Respondents assigned memory aids were also more likely to report a doctor contact -- especially during the fall/winter months .,20,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,memory aids,[21],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
38666,7955250,3,Rest and exercise nuclear ventriculograms were performed early ( 3 months ) and late ( 5 years ) after surgery .,21,1.0,0.0,,,1.0,Rest and exercise nuclear ventriculograms,[0],0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
38753,23285026,4,"Two separate research laboratories undertook independent randomized repeated measures experiments , both designed to detect an effect of the rubber hand illusion on experimentally induced hand pain .",28,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,hand pain .,[188],0.0,,,0.0,,,0.0,,,0.0,,,1.0,rubber hand illusion,[141],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
39237,9084194,7,"Pain decreased more rapidly in the experimental group , and a statistically significant difference ( p < 0.05 ) in the pain intensity was found from the second to the seventh day after application of doxymycine .",37,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,Pain; pain intensity,"[0, 119]",0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,doxymycine,[200],0.0,,,0.0,,,0.0,,,0.0,,,0.0
39290,2218657,1,"In this randomized , blinded , multicenter comparison study , 377 infants and children with acute otitis media ( AOM ) received a 10-day course of an oral suspension of one of the following : cefuroxime axetil ( CAE ) , 30 mg/kg/day ; cefaclor ( CEC ) , 40 mg/kg/day ; or amoxicillin-clavulanate potassium ( AMX-CL ) , 40 mg/kg/day .",62,1.0,0.0,,,0.0,,,1.0,1.0,acute otitis media ( AOM ),[92],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,infants and children,[66],0.0,,,0.0,,,1.0,377,[62],1.0,cefuroxime axetil ( CAE ); cefaclor ( CEC ); amoxicillin-clavulanate potassium ( AMX-CL ),"[192, 235, 272]",0.0,,,0.0,,,0.0,,,0.0,,,0.0
39305,21106341,8,"Nineteen eligible patients were missed because of lack of time ( 9 [ 22 % ] ) , paramedic discretion ( 3 [ 7 % ] ) , the paramedic forgot ( 6 [ 15 % ] ) , and the paramedic refused ( 1 [ 2 % ] ) .",51,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
39390,20936417,11,CONCLUSIONS Vitamin E did not appear to reduce the incidence of sensory neuropathy in the studied group of patients receiving neurotoxic chemotherapy .,23,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
39665,23484763,6,Subject-reported adverse events ( AEs ) were also recorded for safety .,12,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,1.0,Subject-reported adverse events ( AEs ),[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
40424,23727103,8,Pain was reduced from a median of 6 to 4 and finally to 3 in both groups .,18,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,1.0,Pain,[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
40452,9706929,7,"In a subgroup of patients , the incidence of side effects ( 8 % ) was greatly reduced by the intraoperative application of both sedatives and opioids .",28,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,1.0,incidence of side effects,[32],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
40505,11331049,4,"Of those seen by telemedicine , 61 % were registered with an urban practice , compared with 71 % of those seen conventionally .",24,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,conventionally,[111],1.0,telemedicine,[17],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
40923,21238531,8,In the control group no treatment was performed .,9,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,no treatment,[21],0.0,,,0.0,,,0.0
41265,12743142,8,Patients treated with NCHT experienced a 4-year PFS of 52 % versus 49 % for AHT ( P =.56 ) .,21,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,4-year PFS,[41],1.0,NCHT; AHT,"[22, 76]",0.0
41373,21042763,1,The value of early tumour marker changes during palliative chemotherapy in patients with upper gastrointestinal adenocarcinoma ( UGIA ) is unclear .,22,0.0,0.0,,,0.0,,,1.0,1.0,patients with upper gastrointestinal adenocarcinoma ( UGIA ),[75],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
42080,23535873,2,METHODS Twenty well-trained rowers ( age 23 ± 4 y ; height 1.85 ± 0.08 m ; body mass 82.5 ± 8.9 kg ) were assigned to either a placebo or beta-alanine ( 6.4 g · d ( -1 ) for 4 weeks ) group .,46,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
42130,8978338,2,The aim of this study was to determine the miss rate of colonoscopy by same day back-to-back colonoscopy .,19,1.0,1.0,colonoscopy,[56],0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
42678,15167457,2,OBJECTIVE We examined the ambulatory blood pressure ( ABP ) response to a diuretic and an ACE inhibitor in hypertensive patients of East African descent and evaluated the individual characteristics that determined treatment efficacy .,35,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,ambulatory blood pressure ( ABP ) response; characteristics,"[26, 182]",0.0,,,0.0,,,0.0,,,1.0,treatment efficacy,[214],0.0,,,0.0,,,0.0,,,0.0,,,1.0,diuretic; ACE inhibitor,"[74, 90]",0.0,,,0.0,,,0.0,,,0.0,,,0.0
43269,23886027,2,METHOD Forty children and adolescents met diagnostic criteria for ASD according to DSM-IV .,14,0.0,0.0,,,0.0,,,1.0,1.0,ASD,[66],0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,Forty children and adolescents,[7],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
43424,1715416,5,"A group patients were given either PVB , VAB-6 or BVP according to the physician 's discretion .",18,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
43770,16076379,5,"Of the 86 patients , 62 finished the study without a change of dosage and their data were analyzed ( group A , N=16 ; group B , N=26 ; group C , N=20 ) .",36,0.0,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,62; N=16; N=26; N=20,"[21, 111, 128, 145]",0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
43960,26158622,5,"The geometric mean titer ( GMT ) , seroconversion rate ( levels of anti-HBs ≥ 10 mIU/mL ) and high response rate ( levels of anti-HBs ≥ 100 mIU/mL ) were assayed .",33,0.0,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,"The geometric mean titer ( GMT ) , seroconversion rate ( levels of anti-HBs ≥ 10 mIU/mL ) and high response rate ( levels of anti-HBs ≥ 100 mIU/mL )",[0],0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
44184,10554799,13,Itraconazole solution and fluconazole provide effective prophylaxis against Candida but itraconazole affords greater protection against fatal aspergillosis .,18,1.0,0.0,,,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,Itraconazole; fluconazole,"[0, 26]",0.0,,,0.0,,,1.0,aspergillosis .,[142],0.0,,,0.0
